sentence_idx,word,pos,tag
1474,của,E,O
1474,quốc,Np,B-A
1474,đại,Np,I-A
1474,nghe,V,O
1474,với,E,O
1474,coi,V,O
1475,chỉ,R,O
1475,tôi,P,O
1475,1,M,O
1475,bài,N,O
1475,hạnh,N,B-M
1475,phúc,N,I-M
1475,của,E,O
1475,machiot,Np,B-A
1476,Một số,L,O
1476,bài,N,O
1476,của,E,O
1476,mc,Np,B-A
1476,goku,Np,I-A
1477,bảo,Np,B-A
1477,trâm,Np,I-A
1477,có,V,O
1477,bài,N,O
1477,nào,P,O
1477,hay,C,O
1477,mày,P,O
1478,bài,N,O
1478,của,E,O
1478,lam,Np,B-A
1478,trường,Np,I-A
1478,có,V,O
1478,bài,N,O
1478,nào,T,O
1478,hay,C,O
1478,vậy,P,O
1479,Tâm trạng,N,O
1479,sầu,M,B-M
1479,có,V,O
1479,bài,N,O
1479,nào,P,O
1479,nghe,V,O
1479,hay,C,O
1479,không,R,O
1479,bot,V,O
1480,Onii,Np,O
1480,chan,V,O
1480,",",CH,O
1480,cho,E,O
1480,em,N,O
1480,bài,N,O
1480,Usuk,Np,B-G
1480,giải,V,B-M
1480,trí,V,I-M
1480,đi,V,O
1480,onii,M,O
1481,Này,P,O
1481,",",CH,O
1481,cho,E,O
1481,tui,P,O
1481,bài,N,O
1481,nào,P,O
1481,buồn,A,B-M
1481,mà,C,O
1481,GENRE ],V,O
1481,với,E,O
1482,lưu,Np,B-A
1482,ánh,Np,I-A
1482,loan,Np,I-A
1482,đi,V,O
1482,bot,M,O
1483,Nói,V,O
1483,tôi,P,O
1483,nghe,V,O
1483,1,M,O
1483,bài,N,O
1483,V-Pop,Np,B-G
1483,buồn,M,B-M
1483,buồn,M,I-M
1483,nào,P,O
1484,Chỉ,R,O
1484,t,V,O
1484,mấy,L,O
1484,bài,N,O
1484,về,E,O
1484,nhạc,N,B-G
1484,đi,V,O
1484,bot,M,O
1485,Mở,V,O
1485,mình,P,O
1485,1,M,O
1485,bài,N,O
1485,nhạc,N,B-G
1485,sầu,M,B-M
1485,muộn,M,I-M
1485,đi,V,O
1485,nào,P,O
1486,Này,P,O
1486,",",CH,O
1486,đưa,V,O
1486,1,M,O
1486,bài,N,O
1486,VPop,Np,B-G
1486,buồn,M,B-M
1486,rầu,M,I-M
1486,xem,V,O
1486,nào,P,O
1487,Bạn,N,O
1487,ơi,I,O
1487,cho,E,O
1487,mình,P,O
1487,vài,L,O
1487,bài,N,O
1487,Rock,Np,B-G
1487,sôi,M,B-M
1487,động,M,I-M
1487,đi,V,O
1488,Cho,V,O
1488,mình,P,O
1488,tên,N,O
1488,bài,N,O
1488,hát,V,O
1488,chủ đề,V,O
1488,sôi,M,B-M
1488,động,M,I-M
1488,thể loại,V,O
1488,Nhạc,N,B-G
1489,Ví dụ,N,O
1489,vài,L,O
1489,bài,N,O
1489,V-Pop,Np,B-G
1489,yêu,V,B-M
1490,Examples,V,O
1490,về,E,O
1490,nhạc,N,O
1490,of,V,O
1490,thái,Np,B-A
1490,vũ,Np,I-A
1490,(blackbi),Np,I-A
1491,Eg,N,O
1491,về,E,O
1491,buồn,M,B-M
1491,rầu,M,I-M
1491,song,C,O
1491,of,V,O
1491,Hiphop,Np,B-G
1492,Danh sách,N,O
1492,các,L,O
1492,bài,N,O
1492,hát,V,O
1492,EDM,Np,B-G
1492,vui,M,B-M
1492,nhộn,M,I-M
1493,Bài,N,O
1493,sầu,M,B-M
1493,muộn,M,I-M
1493,nào,P,O
1493,thuộc,V,O
1493,thể loại,N,O
1493,C-pop,Np,B-G
1493,hay,C,O
1493,vậy,P,O
1494,Cho,V,O
1494,tui,P,O
1494,bài,N,O
1494,nhạc,N,B-G
1494,vui,M,B-M
1494,tươi,M,I-M
1494,đi,V,O
1495,cho,E,O
1495,mình,P,O
1495,hỏi,V,O
1495,hải,Np,B-A
1495,sâm,Np,I-A
1495,có,V,O
1495,bài,N,O
1495,chán,M,B-M
1495,nản,M,I-M
1495,nào,P,O
1495,hay,C,O
1495,không,R,O
1496,sầu,M,B-M
1496,của,E,O
1496,the,Np,B-A
1496,chainsmokers,Np,I-A
1496,có,V,O
1496,bài,N,O
1496,nào,T,O
1496,hay,C,O
1496,vậy,P,O
1496,bot,M,O
1497,Chỉ,R,O
1497,t,V,O
1497,mấy,L,O
1497,bài,N,O
1497,về,E,O
1497,EDM,Np,B-G
1497,mà,C,O
1497,sầu,M,B-M
1497,đi,V,O
1497,bot,M,O
1498,Dcm,Np,O
1498,cho,E,O
1498,tao,P,O
1498,bài,N,O
1498,USUK,Np,B-G
1498,sầu,M,B-M
1498,nghe,V,O
1498,coi,V,O
1499,Xin,V,O
1499,bài,N,O
1499,sầu,M,B-M
1499,muộn,M,I-M
1499,nghe,V,O
1499,coi,V,O
1500,Examples,V,O
1500,về,E,O
1500,nhạc,N,O
1500,sầu,M,B-M
1500,thể loại,V,O
1500,việt,N,B-G
1501,Bạn,N,O
1501,ơi,I,O
1501,mở,V,O
1501,cho,E,O
1501,mình,P,O
1501,bài,N,O
1501,usuk,M,B-G
1501,buồn,A,B-M
1501,nghe,V,O
1501,với,E,O
1502,Bạn,N,O
1502,ơi,I,O
1502,cho,E,O
1502,mình,P,O
1502,vài,L,O
1502,bài,N,O
1502,rock,M,B-G
1502,vui,A,B-M
1502,đi,V,O
1503,Bài,N,O
1503,nào,P,O
1503,kpop,M,B-G
1503,ủ,M,B-M
1503,rũ,M,I-M
1503,hay,C,O
1503,vậy,P,O
1504,Cho,V,O
1504,mình,P,O
1504,tên,N,O
1504,bài,N,O
1504,hát,V,O
1504,chủ đề,V,O
1504,ủ,M,B-M
1504,rũ,M,I-M
1504,thể loại,V,O
1504,nhạc,N,B-G
1505,ví dụ,N,O
1505,vài,L,O
1505,bài,N,O
1505,buồn,A,B-M
1505,của,E,O
1505,mr.a,Np,B-A
1505,nghe,V,O
1505,đi,V,O
1505,em,N,O
1506,1,M,O
1506,bài,N,O
1506,Việt,Np,B-G
1506,Nam,Np,I-G
1506,ảm,N,B-M
1507,Một số,L,O
1507,bài,N,O
1507,hát,V,O
1507,INDIE,Np,B-G
1507,sầu,M,B-M
1507,muộn,M,I-M
1508,chỉ,R,O
1508,tao,P,O
1508,mấy,L,O
1508,bài,N,O
1508,của,E,O
1508,tăng,Np,B-A
1508,nhật,Np,I-A
1508,tuệ,Np,I-A
1508,đi,V,O
1508,bot,M,O
1509,Chỉ,R,O
1509,tôi,P,O
1509,1,M,O
1509,bài,N,O
1509,DANCE,Np,B-G
1509,ảm,N,B-M
1510,hip-hop,M,B-G
1510,đau,A,B-M
1510,khổ,A,I-M
1510,thì,C,O
1510,có,V,O
1510,bài,N,O
1510,nào,P,O
1510,hay,C,O
1511,Tên,N,O
1511,1,M,O
1511,bài,N,O
1511,hát,V,O
1511,của,E,O
1511,duy,Np,B-A
1511,shun,Np,I-A
1512,2shy,Np,B-A
1512,có,V,O
1512,bài,N,O
1512,nào,P,O
1512,hay,C,O
1513,gợi ý,V,O
1513,t,N,O
1513,1,M,O
1513,bài,N,O
1513,hát,V,O
1513,hay,A,O
1513,của,E,O
1513,rita,Np,B-A
1513,ora,Np,I-A
1514,Tâm trạng,N,O
1514,chán,M,B-M
1514,nản,M,I-M
1514,có,V,O
1514,bài,N,O
1514,tiếng,N,B-G
1514,nào,P,O
1514,nghe,V,O
1514,hay,C,O
1514,không,R,O
1514,bot,V,O
1515,danh sách,N,O
1515,các,L,O
1515,bài,N,O
1515,của,E,O
1515,redt,Np,B-A
1516,Mày,P,O
1516,ơi,I,O
1516,",",CH,O
1516,cho,E,O
1516,tao,P,O
1516,vài,L,O
1516,bài,N,O
1516,ballad,M,B-G
1516,đau,A,B-M
1516,khổ,A,I-M
1516,nghe,V,O
1516,với,E,O
1516,coi,V,O
1517,Sư phụ,N,O
1517,",",CH,O
1517,cho,V,O
1517,đệ tử,V,O
1517,xin,V,O
1517,một số,L,O
1517,bài,N,O
1517,hát,V,O
1517,JAZZ,Np,B-G
1517,buồn,M,B-M
1517,buồn,M,I-M
1517,đi,V,O
1517,sư phụ,M,O
1518,Cho,V,O
1518,tui,P,O
1518,bài,N,O
1518,US-UK,Np,B-G
1518,giải,V,B-M
1518,trí,V,I-M
1518,đi,V,O
1519,Bạn,N,O
1519,ơi,I,O
1519,",",CH,O
1519,cho,E,O
1519,mình,P,O
1519,nghe,V,O
1519,1,M,O
1519,bài,N,O
1519,của,E,O
1519,lệ,Np,B-A
1519,quyên,Np,I-A
1519,đi,V,O
1519,bạn,N,O
1520,bot,N,O
1520,ơi,I,O
1520,xin,V,O
1520,bài,N,O
1520,tiếng,N,B-G
1521,Bot,Np,O
1521,ơi,I,O
1521,gợi ý,V,O
1521,nhạc,N,O
1521,giải,V,B-M
1521,trí,V,I-M
1521,thể loại,V,O
1521,ROCK,Np,B-G
1521,cho,E,O
1521,mình,P,O
1521,đi,V,O
1522,Mở,V,O
1522,mình,P,O
1522,1,M,O
1522,bài,N,O
1522,nhạc,N,B-G
1522,ảm,N,B-M
1522,đi,V,O
1522,nào,P,O
1523,Eg,N,O
1523,về,E,O
1523,buồn,M,B-M
1523,buồn,M,I-M
1523,song,C,O
1523,of,V,O
1523,Anime,Np,B-G
1524,Cho,V,O
1524,tui,P,O
1524,bài,N,O
1524,nào,P,O
1524,giải,V,B-M
1524,trí,V,I-M
1524,của,E,O
1524,lâm,Np,B-A
1524,chấn,Np,I-A
1524,huy,Np,I-A
1524,đi,V,O
1525,Cho,V,O
1525,tao,P,O
1525,bài,N,O
1525,của,E,O
1525,dương,Np,B-A
1525,hoàng,Np,I-A
1525,yến,Np,I-A
1525,nghe,V,O
1525,coi,V,O
1526,Bot,Np,O
1526,ơi,I,O
1526,gợi ý,V,O
1526,nhạc,N,O
1526,vui,A,B-M
1526,thể loại,V,O
1526,Âu,N,B-G
1526,cho,E,O
1526,mình,P,O
1526,đi,V,O
1527,Ê,Np,O
1527,bot,V,O
1527,cho,E,O
1527,bài,N,O
1527,Dance,Np,B-G
1527,thất,M,B-M
1527,tình,M,I-M
1527,hay,C,O
1527,coi,V,O
1528,Một,M,O
1528,bài,N,O
1528,hát,V,O
1528,Cpop,Np,B-G
1528,thất,M,B-M
1528,tình,M,I-M
1529,Bạn,N,O
1529,ơi,I,O
1529,cho,E,O
1529,mình,P,O
1529,vài,L,O
1529,bài,N,O
1529,của,E,O
1529,khánh,Np,B-A
1529,hà,Np,I-A
1529,đi,V,O
1530,Cho,E,O
1530,tôi,P,O
1530,bài,N,O
1530,Hip-Hop,Np,B-G
1530,đau,A,B-M
1530,khổ,A,I-M
1530,nghe,V,O
1530,coi,V,O
1531,Sư phụ,N,O
1531,",",CH,O
1531,cho,V,O
1531,đệ tử,V,O
1531,xin,V,O
1531,một số,L,O
1531,bài,N,O
1531,hát,V,O
1531,RAP,Np,B-G
1531,chán,M,B-M
1531,nản,M,I-M
1531,đi,V,O
1531,sư phụ,M,O
1532,Alo,Np,O
1532,đưa,V,O
1532,mình,P,O
1532,mấy,L,O
1532,bài,N,O
1532,vpop,M,B-G
1532,đi,V,O
1533,Này,P,O
1533,",",CH,O
1533,cho,E,O
1533,tui,P,O
1533,bài,N,O
1533,nào,P,O
1533,đau,A,B-M
1533,khổ,A,I-M
1533,mà,C,O
1533,GENRE ],V,O
1533,với,E,O
1534,Xin,V,O
1534,bài,N,O
1534,buồn,M,B-M
1534,rầu,M,I-M
1534,của,E,O
1534,lương,Np,B-A
1534,bích,Np,I-A
1534,hữu,Np,I-A
1534,nghe,V,O
1534,coi,V,O
1535,Bạn,N,O
1535,ơi,I,O
1535,",",CH,O
1535,cho,E,O
1535,mình,P,O
1535,nghe,V,O
1535,1,M,O
1535,bài,N,O
1535,của,E,O
1535,đinh,Np,B-A
1535,uyên,Np,I-A
1535,đi,V,O
1535,bạn,N,O
1536,Cho,V,O
1536,mình,P,O
1536,tên,N,O
1536,bài,N,O
1536,hát,V,O
1536,chủ đề,V,O
1536,vui,A,B-M
1536,thể loại,V,O
1536,nhạc,N,B-G
1537,nói,V,O
1537,tui,P,O
1537,nghe,V,O
1537,1,M,O
1537,bài,N,O
1537,us-uk,M,B-G
1537,nào,P,O
1538,Mở,V,O
1538,mình,P,O
1538,1,M,O
1538,bài,N,O
1538,nhạc,N,B-G
1538,giải,V,B-M
1538,trí,V,I-M
1538,đi,V,O
1538,nào,P,O
1539,Xin,V,O
1539,bài,N,O
1539,buồn,M,B-M
1539,rầu,M,I-M
1539,của,E,O
1539,loren,Np,B-A
1539,you,Np,I-A
1539,nghe,V,O
1539,coi,V,O
1540,Một,M,O
1540,bài,N,O
1540,hát,V,O
1540,V-Pop,Np,B-G
1540,sầu,M,B-M
1541,Ê,Np,O
1541,chỉ,R,O
1541,tôi,P,O
1541,bài,N,O
1541,Việt,Np,B-G
1541,hợp,V,O
1541,tâm trạng,N,O
1541,trầm,M,B-M
1541,cảm,M,I-M
1541,coi,V,O
1542,Cho,V,O
1542,mình,P,O
1542,1,M,O
1542,bài,N,O
1542,tuyệt,V,B-M
1542,vọng,V,I-M
1542,của,E,O
1542,right,Np,B-A
1542,tee,Np,I-A
1542,đi,V,O
1542,bot,M,O
1543,Này,P,O
1543,",",CH,O
1543,cho,E,O
1543,tui,P,O
1543,bài,N,O
1543,của,E,O
1543,ARTIST ],V,O
1543,với,E,O
1544,Cho,V,O
1544,mình,P,O
1544,tên,N,O
1544,bài,N,O
1544,hát,V,O
1544,chủ đề,V,O
1544,vui,A,B-M
1544,của,E,O
1544,dsk,Np,B-A
1545,Tâm trạng,N,O
1545,vui,A,B-M
1545,vẻ,A,I-M
1545,có,V,O
1545,bài,N,O
1545,nào,P,O
1545,hay,C,O
1545,của,E,O
1545,the,Np,B-A
1545,sheep,Np,I-A
1545,mày,P,O
1546,Bot,Np,O
1546,ơi,I,O
1546,xin,V,O
1546,bài,N,O
1546,cpop,M,B-G
1546,sầu,M,B-M
1546,muộn,M,I-M
1547,Mở,V,O
1547,mình,P,O
1547,một,M,O
1547,bài,N,O
1547,nhạc,N,B-G
1547,đi,V,O
1547,nào,P,O
1548,Ê,Np,O
1548,chỉ,R,O
1548,tôi,P,O
1548,bài,N,O
1548,Hip-Hop,Np,B-G
1548,hợp,V,O
1548,tâm trạng,N,O
1548,vui,A,B-M
1548,coi,V,O
1549,Ê,Np,O
1549,chỉ,R,O
1549,tôi,P,O
1549,bài,N,O
1549,tiếng,N,B-G
1549,hợp,V,O
1549,tâm trạng,N,O
1549,vui,M,B-M
1549,tươi,M,I-M
1549,coi,V,O
1550,Give,Np,O
1550,me,V,O
1550,an,N,O
1550,example,V,O
1550,ủ,M,B-M
1550,rũ,M,I-M
1550,of,V,O
1550,addy,Np,B-A
1550,trần,Np,I-A
1550,song,M,O
1551,Bot,Np,O
1551,ơi,I,O
1551,gợi ý,V,O
1551,nhạc,N,O
1551,vui,M,B-M
1551,nhộn,M,I-M
1551,thể loại,V,O
1551,EDM,Np,B-G
1551,cho,E,O
1551,mình,P,O
1551,đi,V,O
1552,onii,N,O
1552,chan,V,O
1552,",",CH,O
1552,cho,V,O
1552,e,V,O
1552,bài,N,O
1552,hát,V,O
1552,do,E,O
1552,trung,Np,B-A
1552,quân,Np,I-A
1552,hát,V,O
1552,đi,V,O
1552,onii,M,O
1553,bài,N,O
1553,tuyệt,V,B-M
1553,vọng,V,I-M
1553,nào,P,O
1553,của,E,O
1553,mario,Np,B-A
1553,band,Np,I-A
1553,hay,C,O
1553,vậy,P,O
1554,Cho,E,O
1554,bố,N,O
1554,mày,P,O
1554,ví dụ,V,O
1554,bài,N,O
1554,vui,A,B-M
1554,đi,V,O
1554,mày,P,O
1555,Hmmm,Np,O
1555,",",CH,O
1555,cho,E,O
1555,mình,P,O
1555,1,M,O
1555,bài,N,O
1555,rap,M,B-G
1555,đi,V,O
1555,bot,M,O
1556,Chỉ,R,O
1556,t,V,O
1556,mấy,L,O
1556,bài,N,O
1556,về,E,O
1556,nhạc,N,B-G
1556,mà,C,O
1556,thất,M,B-M
1556,tình,M,I-M
1556,đi,V,O
1556,bot,M,O
1557,Cho,V,O
1557,tao,P,O
1557,bài,N,O
1557,của,E,O
1557,hồ,Np,B-A
1557,ngọc,Np,I-A
1557,hà,Np,I-A
1557,nghe,V,O
1557,coi,V,O
1558,Bot,Np,O
1558,ơi,I,O
1558,xin,V,O
1558,bài,N,O
1558,của,E,O
1558,penguins,Np,B-A
1559,Cho,V,O
1559,tui,P,O
1559,bài,N,O
1559,tiếng,N,B-G
1559,nhớ,V,B-M
1559,nào,P,O
1559,đỉnh cao,V,O
1559,đi,V,O
1560,Mày,P,O
1560,ơi,I,O
1560,",",CH,O
1560,cho,E,O
1560,tao,P,O
1560,vài,L,O
1560,bài,N,O
1560,KPOP,Np,B-G
1560,trầm,M,B-M
1560,cảm,M,I-M
1560,nghe,V,O
1560,với,E,O
1560,coi,V,O
1561,bạn,N,O
1561,ơi,I,O
1561,cho,E,O
1561,mình,P,O
1561,vài,L,O
1561,bài,N,O
1561,thất,M,B-M
1561,tình,M,I-M
1561,của,E,O
1561,hari,Np,B-A
1561,won,Np,I-A
1561,đi,V,O
1562,Danh sách,N,O
1562,các,L,O
1562,bài,N,O
1562,hát,V,O
1562,của,E,O
1562,sony,Np,B-A
1562,tran,Np,I-A
1563,Một,M,O
1563,bài,N,O
1563,hát,V,O
1563,trung,A,B-G
1563,vui,M,B-M
1563,nhộn,M,I-M
1564,bạn,N,O
1564,ơi,I,O
1564,cho,E,O
1564,mình,P,O
1564,vài,L,O
1564,bài,N,O
1564,buồn,M,B-M
1564,rầu,M,I-M
1564,của,E,O
1564,minh,Np,B-A
1564,thư,Np,I-A
1564,đi,V,O
1565,Một,M,O
1565,bài,N,O
1565,hát,V,O
1565,ANIME,Np,B-G
1565,yêu,V,B-M
1566,Tên,N,O
1566,1,M,O
1566,bài,N,O
1566,thuộc,V,O
1566,chủ đề,N,O
1566,sôi,M,B-M
1566,động,M,I-M
1566,thể loại,V,O
1566,anime,M,B-G
1567,Cho,V,O
1567,tui,P,O
1567,bài,N,O
1567,hát,V,O
1567,của,E,O
1567,cao,Np,B-A
1567,thái,Np,I-A
1567,sơn,Np,I-A
1567,đỉnh cao,V,O
1567,đi,V,O
1568,Này,P,O
1568,",",CH,O
1568,đưa,V,O
1568,1,M,O
1568,bài,N,O
1568,VPop,Np,B-G
1568,chán,M,B-M
1568,nản,M,I-M
1568,xem,V,O
1568,nào,P,O
1569,Cho,V,O
1569,tui,P,O
1569,bài,N,O
1569,nào,P,O
1569,giải,V,B-M
1569,trí,V,I-M
1569,của,E,O
1569,seth,Np,B-A
1569,đi,V,O
1570,Nói,V,O
1570,tui,P,O
1570,nghe,V,O
1570,1,M,O
1570,bài,N,O
1570,hiphop,M,B-G
1570,nào,P,O
1571,bài,N,O
1571,của,E,O
1571,bình,Np,B-A
1571,minh,Np,I-A
1571,vũ,Np,I-A
1571,có,V,O
1571,bài,N,O
1571,nào,T,O
1571,hay,C,O
1571,vậy,P,O
1572,Thể loại,N,O
1572,v-pop,M,B-G
1572,có,V,O
1572,bài,N,O
1572,nào,P,O
1572,hay,C,O
1572,mày,P,O
1573,một,M,O
1573,bài,N,O
1573,hát,V,O
1573,của,E,O
1573,lân,Np,B-A
1573,nhã,Np,I-A
1574,Hãy,R,O
1574,cho,V,O
1574,em,N,O
1574,một số,L,O
1574,bài,N,O
1574,hát,V,O
1574,Edm,Np,B-G
1574,hay,C,O
1574,hay,C,O
1574,hợp,V,O
1574,với,E,O
1574,tâm trạng,N,O
1574,chán,M,B-M
1574,nản,M,I-M
1574,đi,V,O
1574,ạ,T,O
1575,một,M,O
1575,bài,N,O
1575,hát,V,O
1575,của,E,O
1575,lệ,Np,B-A
1575,quyên,Np,I-A
1576,Nè,Np,O
1576,bot,V,O
1576,",",CH,O
1576,cho,E,O
1576,bài,N,O
1576,V-pop,Np,B-G
1576,buồn,A,B-M
1576,nghe,V,O
1577,Bạn,N,O
1577,ơi,I,O
1577,mở,V,O
1577,cho,E,O
1577,mình,P,O
1577,bài,N,O
1577,kpop,M,B-G
1577,chán,M,B-M
1577,nản,M,I-M
1577,nghe,V,O
1577,với,E,O
1578,này,P,O
1578,",",CH,O
1578,cho,E,O
1578,tui,P,O
1578,bài,N,O
1578,GENRE ],V,O
1578,với,E,O
1579,1,M,O
1579,bài,N,O
1579,Nhạc,N,B-G
1579,hạnh,N,B-M
1579,phúc,N,I-M
1580,give,N,O
1580,me,V,O
1580,an,N,O
1580,example,V,O
1580,hạnh,N,B-M
1580,phúc,N,I-M
1580,of,V,O
1580,penguins,Np,B-A
1580,song,M,O
1581,Cho,V,O
1581,tui,P,O
1581,bài,N,O
1581,ROCK,Np,B-G
1581,vui,A,B-M
1581,đi,V,O
1582,Chỉ,R,O
1582,t,V,O
1582,mấy,L,O
1582,bài,N,O
1582,về,E,O
1582,Vpop,Np,B-G
1582,mà,C,O
1582,thất,M,B-M
1582,tình,M,I-M
1582,đi,V,O
1582,bot,M,O
1583,Gợi ý,V,O
1583,t,N,O
1583,1,M,O
1583,bài,N,O
1583,hát,V,O
1583,hay,A,O
1583,của,E,O
1583,min,Np,B-A
1584,Bạn,N,O
1584,ơi,I,O
1584,mở,V,O
1584,cho,E,O
1584,mình,P,O
1584,bài,N,O
1584,VPop,Np,B-G
1584,thú,M,B-M
1584,vị,M,I-M
1584,nghe,V,O
1584,với,E,O
1585,Một số,L,O
1585,bài,N,O
1585,hát,V,O
1585,chill,M,B-G
1585,giải,V,B-M
1585,trí,V,I-M
1586,Một,M,O
1586,bài,N,O
1586,hát,V,O
1586,của,E,O
1586,rhymastic,Np,B-A
1587,Bot,Np,O
1587,ơi,I,O
1587,xin,V,O
1587,bài,N,O
1587,ROCK,Np,B-G
1587,sầu,M,B-M
1587,muộn,M,I-M
1588,Sư phụ,N,O
1588,",",CH,O
1588,cho,V,O
1588,đệ tử,V,O
1588,xin,V,O
1588,một số,L,O
1588,bài,N,O
1588,hát,V,O
1588,K-Pop,Np,B-G
1588,thú,M,B-M
1588,vị,M,I-M
1588,đi,V,O
1588,sư phụ,M,O
1589,Chỉ,R,O
1589,t,V,O
1589,mấy,L,O
1589,bài,N,O
1589,của,E,O
1589,seachains,Np,B-A
1589,đi,V,O
1589,bot,M,O
1590,Sư phụ,N,O
1590,",",CH,O
1590,cho,V,O
1590,đệ tử,V,O
1590,xin,V,O
1590,một số,L,O
1590,bài,N,O
1590,hát,V,O
1590,hip-hop,M,B-G
1590,vui,A,B-M
1590,đi,V,O
1590,sư phụ,M,O
1591,Tên,N,O
1591,1,M,O
1591,bài,N,O
1591,thuộc,V,O
1591,chủ đề,N,O
1591,sầu,M,B-M
1591,thể loại,V,O
1591,INDIE,Np,B-G
1592,Gợi ý,V,O
1592,t,N,O
1592,1,M,O
1592,bài,N,O
1592,hát,V,O
1592,hay,A,O
1592,của,E,O
1592,zugi,Np,B-A
1593,Bạn,N,O
1593,ê,V,O
1593,",",CH,O
1593,cho,E,O
1593,mình,P,O
1593,nghe,V,O
1593,1,M,O
1593,bài,N,O
1593,buồn,M,B-M
1593,rầu,M,I-M
1593,đi,V,O
1593,bạn,N,O
1593,thể loại,V,O
1593,VPOP,Np,B-G
1593,nha,T,O
1594,Ê,Np,O
1594,chỉ,R,O
1594,tôi,P,O
1594,bài,N,O
1594,jazz,M,B-G
1594,hợp,V,O
1594,tâm trạng,N,O
1594,sôi,M,B-M
1594,động,M,I-M
1594,coi,V,O
1595,Ê,Np,O
1595,bot,V,O
1595,cho,E,O
1595,bài,N,O
1595,vui,M,B-M
1595,tươi,M,I-M
1595,hay,C,O
1595,coi,V,O
1596,1,M,O
1596,bài,N,O
1596,nhạc,N,B-G
1596,yêu,V,B-M
1596,đi,V,O
1596,nào,P,O
1597,Xin,V,O
1597,bài,N,O
1597,Hip-hop,Np,B-G
1597,buồn,M,B-M
1597,buồn,M,I-M
1597,nghe,V,O
1597,coi,V,O
1598,Bạn,N,O
1598,ơi,I,O
1598,cho,E,O
1598,mình,P,O
1598,vài,L,O
1598,bài,N,O
1598,vui,M,B-M
1598,tươi,M,I-M
1598,của,E,O
1598,bảo,Np,B-A
1598,trâm,Np,I-A
1598,đi,V,O
1599,Này,P,O
1599,",",CH,O
1599,cho,E,O
1599,tui,P,O
1599,bài,N,O
1599,GENRE ],V,O
1599,với,E,O
1600,Một vài,L,O
1600,bài,N,O
1600,US-UK,Np,B-G
1600,hưng,M,B-M
1600,phấn,M,I-M
1601,examples,V,O
1601,về,E,O
1601,nhạc,N,O
1601,chán,M,B-M
1601,nản,M,I-M
1601,của,E,O
1601,trúc,Np,B-A
1601,nhân,Np,I-A
1602,bạn,N,O
1602,ơi,I,O
1602,cho,E,O
1602,mình,P,O
1602,vài,L,O
1602,bài,N,O
1602,của,E,O
1602,xesi,Np,B-A
1602,đi,V,O
1603,Bot,Np,O
1603,ơi,I,O
1603,cho,E,O
1603,tui,P,O
1603,mấy,L,O
1603,bài,N,O
1603,K-pop,Np,B-G
1603,vui,A,B-M
1603,nghe,V,O
1603,coi,V,O
1604,Chỉ,R,O
1604,tôi,P,O
1604,1,M,O
1604,bài,N,O
1604,Việt,Np,B-G
1604,sôi,M,B-M
1604,động,M,I-M
1605,bài,N,O
1605,đau,A,B-M
1605,khổ,A,I-M
1605,nào,P,O
1605,của,E,O
1605,hoa,Np,B-A
1605,vinh,Np,I-A
1605,hay,C,O
1605,vậy,P,O
1606,cho,E,O
1606,bố,N,O
1606,mày,P,O
1606,ví dụ,V,O
1606,bài,N,O
1606,buồn,A,B-M
1606,đi,V,O
1606,mày,P,O
1607,có,V,O
1607,bài,N,O
1607,hip-hop,M,B-G
1607,nào,P,O
1607,buồn,A,B-M
1607,mà,C,O
1607,hay,C,O
1607,không,R,O
1608,Chỉ,R,O
1608,t,V,O
1608,mấy,L,O
1608,bài,N,O
1608,về,E,O
1608,KPop,Np,B-G
1608,mà,C,O
1608,nhớ,V,B-M
1608,đi,V,O
1608,bot,M,O
1609,lym,Np,B-A
1609,có,V,O
1609,bài,N,O
1609,nào,P,O
1609,hay,C,O
1609,mày,P,O
1610,cho,E,O
1610,mình,P,O
1610,hỏi,V,O
1610,có,V,O
1610,bài,N,O
1610,hip-hop,M,B-G
1610,nào,P,O
1610,hay,R,O
1610,ko,M,O
1611,Cho,V,O
1611,tui,P,O
1611,bài,N,O
1611,Us-Uk,Np,B-G
1611,ủ,M,B-M
1611,rũ,M,I-M
1611,đi,V,O
1612,1,M,O
1612,bài,N,O
1612,tiếng,N,B-G
1612,đi,V,O
1612,nào,P,O
1613,Này,P,O
1613,",",CH,O
1613,đưa,V,O
1613,1,M,O
1613,bài,N,O
1613,sầu,M,B-M
1613,muộn,M,I-M
1613,xem,V,O
1613,nào,P,O
1614,ê,N,O
1614,chỉ,R,O
1614,tôi,P,O
1614,bài,N,O
1614,ủ,M,B-M
1614,rũ,M,I-M
1614,của,E,O
1614,thanh,Np,B-A
1614,hưng,Np,I-A
1614,hợp lý,A,O
1614,coi,V,O
1615,Cho,E,O
1615,mình,P,O
1615,nghe,V,O
1615,bài,N,O
1615,của,E,O
1615,tô,Np,B-A
1615,chấn,Np,I-A
1615,phong,Np,I-A
1615,hay,C,O
1615,hay,R,O
1615,di,M,O
1616,cho,E,O
1616,mình,P,O
1616,hỏi,V,O
1616,có,V,O
1616,bài,N,O
1616,việt,N,B-G
1616,nào,P,O
1616,hay,R,O
1616,ko,M,O
1617,Ví dụ,N,O
1617,vài,L,O
1617,bài,N,O
1617,ảm,N,B-M
1617,của,E,O
1617,uni5,Np,B-A
1618,Này,P,O
1618,",",CH,O
1618,cho,E,O
1618,tui,P,O
1618,bài,N,O
1618,nào,P,O
1618,MOOD ],V,O
